ID,Purchase-date,Date,Time,Quarter,Qtr,Year,Month,Date_1,Special Day,Online Sale Offers ,Day,Weekend,Morning,Afternoon,Evening,Night,Gender,Customer ID,"Gender
F=1665
M=1815",Product-Name,Item-Status,Quantity,Currency,Item Price,Shipping-Price,Ship-City,Ship-State,Ship-Postal-Code,Category,"Total_
amount",Author ,Publication,"Profit Percentage
 (%)",Profit (INR),Cost Price
792,20/05/2018 08:52,5/20/2018,07:52:00,2018 - Q2,2,2018,5,20,0,0,7,1,1,0,0,0,0,B07FWWUYS,M,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",Shipped,1,INR,395,65,GWALIOR,MADHYA PRADESH,474001,competition ,460,"MAHAVEER JAIN,ANSHUL JAIN KANTI JAIN",VK Global Publications Private Limited,17,67.15,327.85
793,20/05/2018 12:43,5/20/2018,11:43:00,2018 - Q2,2,2018,5,20,0,0,7,1,1,0,0,0,0,B07FWVZVR,M,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",Shipped,1,INR,395,65,VISAKHAPATNAM,ANDHRA PRADESH,530012,competition ,460,"MAHAVEER JAIN,ANSHUL JAIN KANTI JAIN",VK Global Publications Private Limited,17,67.15,327.85
794,20/05/2018 13:51,5/20/2018,12:51:00,2018 - Q2,2,2018,5,20,0,0,7,1,0,1,0,0,1,B07FWYYWS,F,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",Shipped,1,INR,395,65,MATHURA,UTTAR PRADESH,281001,competition ,460,"MAHAVEER JAIN,ANSHUL JAIN KANTI JAIN",VK Global Publications Private Limited,17,67.15,327.85
795,20/05/2018 14:12,5/20/2018,13:12:00,2018 - Q2,2,2018,5,20,0,0,7,1,0,1,0,0,1,B07FWWUQZ,F,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",Shipped,1,INR,395,65,PETHAPUR,GUJARAT,382610,competition ,460,"MAHAVEER JAIN,ANSHUL JAIN KANTI JAIN",VK Global Publications Private Limited,17,67.15,327.85
796,20/05/2018 14:25,5/20/2018,13:25:00,2018 - Q2,2,2018,5,20,0,0,7,1,0,1,0,0,0,B07FWWYZW,M,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",Shipped,1,INR,395,65,AHMEDABAD,GUJARAT,382481,competition ,460,"MAHAVEER JAIN,ANSHUL JAIN KANTI JAIN",VK Global Publications Private Limited,17,67.15,327.85
797,20/05/2018 14:31,5/20/2018,13:31:00,2018 - Q2,2,2018,5,20,0,0,7,1,0,1,0,0,1,B07FWXSVQ,F,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",Shipped,1,INR,395,65,GURUGRAM,HARYANA,122001,competition ,460,"MAHAVEER JAIN,ANSHUL JAIN KANTI JAIN",VK Global Publications Private Limited,17,67.15,327.85
798,20/05/2018 17:00,5/20/2018,16:00:00,2018 - Q2,2,2018,5,20,0,0,7,1,0,0,1,0,0,B07FWYYTT,M,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",Shipped,1,INR,395,65,LUCKNOW,UTTAR PRADESH,226021,competition ,460,"MAHAVEER JAIN,ANSHUL JAIN KANTI JAIN",VK Global Publications Private Limited,17,67.15,327.85
799,21/05/2018 04:28,5/21/2018,03:28:00,2018 - Q2,2,2018,5,21,0,0,1,0,0,0,0,1,0,B07FWYSSR,M,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",Shipped,1,INR,395,65,NEW DELHI,DELHI,110064,competition ,460,"MAHAVEER JAIN,ANSHUL JAIN KANTI JAIN",VK Global Publications Private Limited,17,67.15,327.85
800,21/05/2018 05:42,5/21/2018,04:42:00,2018 - Q2,2,2018,5,21,0,0,1,0,0,0,0,1,1,B07FWWXVT,F,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",Shipped,1,INR,395,65,NOIDA,UTTAR PRADESH,201301,competition ,460,"MAHAVEER JAIN,ANSHUL JAIN KANTI JAIN",VK Global Publications Private Limited,17,67.15,327.85
801,22/05/2018 06:12,5/22/2018,05:12:00,2018 - Q2,2,2018,5,22,0,0,2,0,0,0,0,1,0,B07FWYSVS,M,"Human Anatomy By B D Chaurasia's 7th Edition (Set Of 4 Books) Vol-1,2,3&4Â Â (Paperback, BD Chaurasia's)",Shipped,1,INR,1480,65,CUTTACK,ODISHA,753014,college,1545,B D Chaurasia,CBS PUBLISHERS &DISTRIBUTORS,13,192.4,1287.6
802,23/05/2018 09:41,5/23/2018,08:41:00,2018 - Q2,2,2018,5,23,0,0,3,0,1,0,0,0,0,B07FWVXWV,M,Objective Biology NEET & AIIMS (Set of 2 Volumes) (2019-2020)Session by Dr. Ali,Shipped,1,INR,998,65,SILCHAR,ASSAM,788005,competition ,1063,Himanshu Agarwal,Wiley,17,169.66,828.34
803,24/05/2018 06:05,5/24/2018,05:05:00,2018 - Q2,2,2018,5,24,0,0,4,0,0,0,0,1,1,B07FWWSYV,F,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",Shipped,1,INR,395,65,DEORIA,UTTAR PRADESH,274001,competition ,460,"MAHAVEER JAIN,ANSHUL JAIN KANTI JAIN",VK Global Publications Private Limited,17,67.15,327.85
804,24/05/2018 06:36,5/24/2018,05:36:00,2018 - Q2,2,2018,5,24,0,0,4,0,0,0,0,1,0,B07FWXZQS,M,Modern Operating Systems II SEM,Shipped,1,INR,125,65,CHENNAI,TAMIL NADU,600081,college,190,Andrew S. Tanenbaum,Prentice Hall,13,16.25,108.75
805,24/05/2018 06:49,5/24/2018,05:49:00,2018 - Q2,2,2018,5,24,0,0,4,0,0,0,0,1,0,B07FWXYWV,M,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",Shipped,1,INR,395,65,JAIPUR,RAJASTHAN,302015,competition ,460,"MAHAVEER JAIN,ANSHUL JAIN KANTI JAIN",VK Global Publications Private Limited,17,67.15,327.85
806,24/05/2018 07:20,5/24/2018,06:20:00,2018 - Q2,2,2018,5,24,0,0,4,0,1,0,0,0,0,B07FWWZRU,M,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",Shipped,1,INR,395,65,JHAJJAR,HARYANA,124105,competition ,460,"MAHAVEER JAIN,ANSHUL JAIN KANTI JAIN",VK Global Publications Private Limited,17,67.15,327.85
807,25/05/2018 17:10,5/25/2018,16:10:00,2018 - Q2,2,2018,5,25,0,0,5,0,0,0,1,0,1,B07FWYWRR,F,"General Studies 2019 - for UPSC, SSC, Railways, PSUs & Bank PO",Shipped,1,INR,634,65,NEW DELHI,DELHI,110034,competition ,699,B. Singh ,Made Easy Publications,17,107.78,526.22
808,26/05/2018 14:17,5/26/2018,13:17:00,2018 - Q2,2,2018,5,26,0,0,6,1,0,1,0,0,0,B07FWYZXW,M,Modern Operating Systems II SEM,Shipped,1,INR,125,65,SURAT,GUJARAT,394221,college,190,Andrew S. Tanenbaum,Prentice Hall,13,16.25,108.75
809,27/05/2018 08:41,5/27/2018,07:41:00,2018 - Q2,2,2018,5,27,0,0,7,1,1,0,0,0,0,B07FWXXWV,M,Database System Concepts and relations,Shipped,1,INR,170,65,nasik,maharashtra,422013,college,235,"Silberschatz, Korth and Sudarshan",McGraw Hill Education,13,22.1,147.9
810,27/05/2018 11:35,5/27/2018,10:35:00,2018 - Q2,2,2018,5,27,0,1,7,1,1,0,0,0,1,B07FWVWZT,F,Modern Operating Systems II SEM,Shipped,1,INR,125,65,NEW DELHI,DELHI,110066,college,190,Andrew S. Tanenbaum,Prentice Hall,13,16.25,108.75
811,27/05/2018 17:35,5/27/2018,16:35:00,2018 - Q2,2,2018,5,27,0,1,7,1,0,0,1,0,0,B07FWWASR,M,39 Years' Chapterwise Topicwise Solved Papers (2018-1979) IIT JEE Physics,Shipped,1,INR,215,65,CHIRKUNDA,JHARKHAND,828202,competition ,280, DC Pandey,Arihant Publications,17,36.55,178.45
812,27/05/2018 19:55,5/27/2018,18:55:00,2018 - Q2,2,2018,5,27,0,1,7,1,0,0,1,0,1,B07FWXVUZ,F,Modern Operating Systems II SEM,Shipped,1,INR,125,65,KOLKATA,WEST BENGAL,700019,college,190,Andrew S. Tanenbaum,Prentice Hall,13,16.25,108.75
813,28/05/2018 07:29,5/28/2018,06:29:00,2018 - Q2,2,2018,5,28,0,1,1,0,1,0,0,0,0,B07FWVVSU,M,Modern Operating Systems II SEM,Shipped,1,INR,125,65,PATHANAMTHITTA,KERALA,689613,college,190,Andrew S. Tanenbaum,Prentice Hall,13,16.25,108.75
814,28/05/2018 09:44,5/28/2018,08:44:00,2018 - Q2,2,2018,5,28,0,1,1,0,1,0,0,0,0,B07FWXWZU,M,Objective Biology (Set of 2 Volumes),Shipped,1,INR,730,65,GANDHINAGAR,GUJARAT,382610,competition ,795,"A. Biswas, S. Biswas",Pradeep Publications,17,124.1,605.9
815,29/05/2018 11:17,5/29/2018,10:17:00,2018 - Q2,2,2018,5,29,0,1,2,0,1,0,0,0,1,B07FWYZRS,F,Modern Operating Systems II SEM,Shipped,1,INR,125,65,VIJAYAWADA,ANDHRA PRADESH,520008,college,190,Andrew S. Tanenbaum,Prentice Hall,13,16.25,108.75
816,29/05/2018 15:20,5/29/2018,14:20:00,2018 - Q2,2,2018,5,29,0,1,2,0,0,1,0,0,1,B07FWXVQR,F,Modern Operating Systems II SEM,Shipped,1,INR,125,65,JAIPUR,RAJASTHAN,302017,college,190,Andrew S. Tanenbaum,Prentice Hall,13,16.25,108.75
817,29/05/2018 16:59,5/29/2018,15:59:00,2018 - Q2,2,2018,5,29,0,1,2,0,0,1,0,0,1,B07FWWZZX,F,Modern Operating Systems II SEM,Shipped,1,INR,125,65,MUMBAI,MAHARASHTRA,400086,college,190,Andrew S. Tanenbaum,Prentice Hall,13,16.25,108.75
818,30/05/2018 20:29,5/30/2018,19:29:00,2018 - Q2,2,2018,5,30,0,1,3,0,0,0,1,0,0,B07FWVXWR,M,English Grammar for Today: A New Introduction,Shipped,1,INR,959,90,PUNE,MAHARASHTRA,412408,School,1049,Geoffrey Leech,Palgrave Macmillan,18,172.62,786.38
819,31/05/2018 12:04,5/31/2018,11:04:00,2018 - Q2,2,2018,5,31,0,1,4,0,1,0,0,0,0,B07FWXVZU,M,Modern Operating Systems II SEM,Shipped,1,INR,125,65,DELHI,DELHI,110074,college,190,Andrew S. Tanenbaum,Prentice Hall,13,16.25,108.75
820,01/06/2018 14:34,06/01/2018,13:34:00,2018 - Q2,2,2018,6,1,1,1,5,0,0,1,0,0,1,B07FWVATX,F,Modern Operating Systems II SEM,Shipped,1,INR,125,65,UDUPI,KARNATAKA,576124,college,190,Andrew S. Tanenbaum,Prentice Hall,13,16.25,108.75
821,02/06/2018 06:12,06/02/2018,05:12:00,2018 - Q2,2,2018,6,2,0,1,6,1,0,0,0,1,0,B07FWXUWX,M,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",Shipped,1,INR,395,65,GURUGRAM,HARYANA,122001,competition ,460,"MAHAVEER JAIN,ANSHUL JAIN KANTI JAIN",VK Global Publications Private Limited,17,67.15,327.85
822,02/06/2018 06:27,06/02/2018,05:27:00,2018 - Q2,2,2018,6,2,0,1,6,1,0,0,0,1,1,B07FWYWUY,F,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",Shipped,1,INR,395,65,RANCHI,JHARKHAND,834001,competition ,460,"MAHAVEER JAIN,ANSHUL JAIN KANTI JAIN",VK Global Publications Private Limited,17,67.15,327.85
823,02/06/2018 09:55,06/02/2018,08:55:00,2018 - Q2,2,2018,6,2,0,1,6,1,1,0,0,0,1,B07FWWWTT,F,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",Shipped,1,INR,395,65,BATHINDA,Punjab,151301,competition ,460,"MAHAVEER JAIN,ANSHUL JAIN KANTI JAIN",VK Global Publications Private Limited,17,67.15,327.85
824,02/06/2018 11:01,06/02/2018,10:01:00,2018 - Q2,2,2018,6,2,0,1,6,1,1,0,0,0,0,B07FWYXZU,M,Lakshya Rajasthan 2019 paper 1st Rajasthan bhugol & arthvavstha for all competition exams,Shipped,1,INR,320,65,pindwara,RAJASTHAN,307022,competition ,385,Kanti Jain,Manu Prakashan Private Limited,17,54.4,265.6
825,02/06/2018 11:18,06/02/2018,10:18:00,2018 - Q2,2,2018,6,2,0,1,6,1,1,0,0,0,1,B07FWVZTS,F,Lakshya Rajasthan 2019 paper 1st Rajasthan bhugol & arthvavstha for all competition exams,Shipped,1,INR,320,65,Ghitorni,New delhi,110030,competition ,385,Kanti Jain,Manu Prakashan Private Limited,17,54.4,265.6
826,02/06/2018 13:00,06/02/2018,12:00:00,2018 - Q2,2,2018,6,2,0,1,6,1,0,1,0,0,0,B07FWWYUU,M,39 Years' Chapterwise Topicwise Solved Papers (2018-1979) IIT JEE Physics,Shipped,1,INR,215,65,GANDHINAGAR,GUJARAT,382421,competition ,280, DC Pandey,Arihant Publications,17,36.55,178.45
827,02/06/2018 13:49,06/02/2018,12:49:00,2018 - Q2,2,2018,6,2,0,1,6,1,0,1,0,0,0,B07FWYWQQ,M,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",Shipped,1,INR,395,65,DINDASPUR,UTTAR PRADESH,221405,competition ,460,"MAHAVEER JAIN,ANSHUL JAIN KANTI JAIN",VK Global Publications Private Limited,17,67.15,327.85
828,02/06/2018 17:24,06/02/2018,16:24:00,2018 - Q2,2,2018,6,2,0,1,6,1,0,0,1,0,0,B07FWVXWW,M,"JP Nursing Today (A Way to Success) For AIIMS, JIPMER, DSSSB, ESIC, PGI, RPSC, RAILWAY, MNS, RUHS & All Other Staff Nurse Competitive Examinations",Shipped,1,INR,695,65,NEW DELHI,DELHI,110014,competition ,760,Dinesh Sharma,Jain Publications,17,118.15,576.85
829,03/06/2018 07:25,06/03/2018,06:25:00,2018 - Q2,2,2018,6,3,0,1,7,1,1,0,0,0,1,B07FWWVXV,F,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",Shipped,1,INR,395,65,THANE,MAHARASHTRA,401107,competition ,460,"MAHAVEER JAIN,ANSHUL JAIN KANTI JAIN",VK Global Publications Private Limited,17,67.15,327.85
830,03/06/2018 07:30,06/03/2018,06:30:00,2018 - Q2,2,2018,6,3,0,1,7,1,1,0,0,0,1,B07FWXBUT,F,Modern Operating Systems II SEM,Shipped,1,INR,125,65,HYDERABAD,TELANGANA,500091,college,190,Andrew S. Tanenbaum,Prentice Hall,13,16.25,108.75
831,03/06/2018 07:37,06/03/2018,06:37:00,2018 - Q2,2,2018,6,3,0,1,7,1,1,0,0,0,1,B07FWYAYS,F,Modern Operating Systems II SEM,Shipped,1,INR,125,65,THRISSUR,KERALA,680001,college,190,Andrew S. Tanenbaum,Prentice Hall,13,16.25,108.75
832,03/06/2018 08:04,06/03/2018,07:04:00,2018 - Q2,2,2018,6,3,0,1,7,1,1,0,0,0,1,B07FWVVSQ,F,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",Shipped,1,INR,395,65,NEW DELHI,DELHI,110058,competition ,460,"MAHAVEER JAIN,ANSHUL JAIN KANTI JAIN",VK Global Publications Private Limited,17,67.15,327.85
833,03/06/2018 08:05,06/03/2018,07:05:00,2018 - Q2,2,2018,6,3,0,1,7,1,1,0,0,0,1,B07FWVBTW,F,Modern Operating Systems II SEM,Shipped,1,INR,125,65,BHUBANESWAR,ODISHA,751012,college,190,Andrew S. Tanenbaum,Prentice Hall,13,16.25,108.75
834,03/06/2018 09:44,06/03/2018,08:44:00,2018 - Q2,2,2018,6,3,0,1,7,1,1,0,0,0,0,B07FWYTZT,M,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",Shipped,1,INR,395,65,NEW DELHI,DELHI,110086,competition ,460,"MAHAVEER JAIN,ANSHUL JAIN KANTI JAIN",VK Global Publications Private Limited,17,67.15,327.85
835,03/06/2018 18:14,06/03/2018,17:14:00,2018 - Q2,2,2018,6,3,0,1,7,1,0,0,1,0,0,B07FWWSWQ,M,Lakshya Rajasthan 2019 paper 1st Rajasthan bhugol & arthvavstha for all competition exams,Shipped,1,INR,320,65,BEDI,GUJARAT,361150,competition ,385,Kanti Jain,Manu Prakashan Private Limited,17,54.4,265.6
836,03/06/2018 18:14,06/03/2018,17:14:00,2018 - Q2,2,2018,6,3,0,1,7,1,0,0,1,0,1,B07FWWSZV,F,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",Shipped,1,INR,395,65,BEDI,GUJARAT,361150,competition ,460,"MAHAVEER JAIN,ANSHUL JAIN KANTI JAIN",VK Global Publications Private Limited,17,67.15,327.85
837,03/06/2018 19:06,06/03/2018,18:06:00,2018 - Q2,2,2018,6,3,0,1,7,1,0,0,1,0,1,B07FWWBYU,F,Lakshya Rajasthan 2019 paper 1st Rajasthan bhugol & arthvavstha for all competition exams,Shipped,1,INR,320,65,GURGAON,HARYANA,122002,competition ,385,Kanti Jain,Manu Prakashan Private Limited,17,54.4,265.6
838,03/06/2018 22:16,06/03/2018,21:16:00,2018 - Q2,2,2018,6,3,0,1,7,1,0,0,0,1,1,B07FWWZTX,F,Lakshya Rajasthan 2019 paper 1st Rajasthan bhugol & arthvavstha for all competition exams,Shipped,1,INR,320,65,NARWANA,HARYANA,126116,competition ,385,Kanti Jain,Manu Prakashan Private Limited,17,54.4,265.6
839,04/06/2018 03:18,06/04/2018,02:18:00,2018 - Q2,2,2018,6,4,0,1,1,0,0,0,0,1,1,B07FWYWRR,F,"General Studies 2019 - for UPSC, SSC, Railways, PSUs & Bank PO",Shipped,1,INR,634,65,NEW DELHI,DELHI,110034,competition ,699,B. Singh ,Made Easy Publications,17,107.78,526.22
840,04/06/2018 05:12,06/04/2018,04:12:00,2018 - Q2,2,2018,6,4,0,1,1,0,0,0,0,1,0,B07FWXUUR,M,Lakshya Rajasthan 2019 paper 1st Rajasthan bhugol & arthvavstha for all competition exams,Shipped,1,INR,320,65,GURUGRAM,HARYANA,122001,competition ,385,Kanti Jain,Manu Prakashan Private Limited,17,54.4,265.6
841,04/06/2018 05:52,06/04/2018,04:52:00,2018 - Q2,2,2018,6,4,0,1,1,0,0,0,0,1,0,B07FWXWUZ,M,Lakshya Rajasthan Police - Constable,Shipped,1,INR,330,65,NEW DELHI,DELHI,110084,competition ,395,Kanti and Mahaveer Jain,Lakshya Publication,17,56.1,273.9
842,04/06/2018 07:54,06/04/2018,06:54:00,2018 - Q2,2,2018,6,4,0,1,1,0,1,0,0,0,0,B07FWVXUU,M,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",Shipped,1,INR,395,65,HAPUR,UTTAR PRADESH,245101,competition ,460,"MAHAVEER JAIN,ANSHUL JAIN KANTI JAIN",VK Global Publications Private Limited,17,67.15,327.85
843,04/06/2018 09:17,06/04/2018,08:17:00,2018 - Q2,2,2018,6,4,0,1,1,0,1,0,0,0,1,B07FWXSYT,F,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",Shipped,1,INR,395,65,NEW DELHI,DELHI,110021,competition ,460,"MAHAVEER JAIN,ANSHUL JAIN KANTI JAIN",VK Global Publications Private Limited,17,67.15,327.85
844,04/06/2018 10:46,06/04/2018,09:46:00,2018 - Q2,2,2018,6,4,0,1,1,0,1,0,0,0,1,B07FWWVYT,F,Lakshya Rajasthan Police Constable ONLINE TEST 2019,Shipped,1,INR,330,65,Nanpura  surat,GUJARAT,395001,competition ,395,Kanti Jain ,Manu Prakashan Private Limited,17,56.1,273.9
845,04/06/2018 11:36,06/04/2018,10:36:00,2018 - Q2,2,2018,6,4,0,1,1,0,1,0,0,0,0,B07FWXXXY,M,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",Shipped,1,INR,395,65,NEW DELHI,DELHI,110045,competition ,460,"MAHAVEER JAIN,ANSHUL JAIN KANTI JAIN",VK Global Publications Private Limited,17,67.15,327.85
846,04/06/2018 12:32,06/04/2018,11:32:00,2018 - Q2,2,2018,6,4,0,1,1,0,1,0,0,0,1,B07FWWSUT,F,Lakshya Rajasthan Police Constable ONLINE TEST 2019,Shipped,1,INR,330,65,MUMBAI,MAHARASHTRA,400002,competition ,395,Kanti Jain ,Manu Prakashan Private Limited,17,56.1,273.9
847,04/06/2018 13:12,06/04/2018,12:12:00,2018 - Q2,2,2018,6,4,0,1,1,0,0,1,0,0,0,B07FWYWTQ,M,Lakshya Rajasthan 2019 paper 1st Rajasthan bhugol & arthvavstha for all competition exams,Shipped,1,INR,320,65,"VARELI, KADODARA",GUJARAT,394327,competition ,385,Kanti Jain,Manu Prakashan Private Limited,17,54.4,265.6
848,04/06/2018 14:36,06/04/2018,13:36:00,2018 - Q2,2,2018,6,4,0,1,1,0,0,1,0,0,1,B07FWWAQZ,F,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",Shipped,1,INR,395,65,SRINAGAR,JAMMU & KASHMIR,190005,competition ,460,"MAHAVEER JAIN,ANSHUL JAIN KANTI JAIN",VK Global Publications Private Limited,17,67.15,327.85
849,04/06/2018 19:06,06/04/2018,18:06:00,2018 - Q2,2,2018,6,4,0,1,1,0,0,0,1,0,0,B07FWYARU,M,Advanced Problems in Organic Chemistry for JEE With Solution Manual (2019-2020),Shipped,1,INR,405,65,JHANSI,UTTAR PRADESH,284001,competition ,470,M.S. Chouhan,Shri Balaji Publications,17,68.85,336.15
850,04/06/2018 19:25,06/04/2018,18:25:00,2018 - Q2,2,2018,6,4,0,1,1,0,0,0,1,0,0,B07FWYYRY,M,Lakshya Rajasthan 2019 paper 1st Rajasthan bhugol & arthvavstha for all competition exams,Shipped,1,INR,320,65,champa,CHHATTISGARH,495671,competition ,385,Kanti Jain,Manu Prakashan Private Limited,17,54.4,265.6
851,05/06/2018 05:23,06/05/2018,04:23:00,2018 - Q2,2,2018,6,5,0,1,2,0,0,0,0,1,0,B07FWXYZV,M,Lakshya Rajasthan 2019 paper 1st Rajasthan bhugol & arthvavstha for all competition exams,Shipped,1,INR,320,65,INDORE,MADHYA PRADESH,452001,competition ,385,Kanti Jain,Manu Prakashan Private Limited,17,54.4,265.6
852,05/06/2018 07:42,06/05/2018,06:42:00,2018 - Q2,2,2018,6,5,0,1,2,0,1,0,0,0,0,B07FWXXYU,M,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",Shipped,1,INR,395,65,HYDERABAD,TELANGANA,500046,competition ,460,"MAHAVEER JAIN,ANSHUL JAIN KANTI JAIN",VK Global Publications Private Limited,17,67.15,327.85
853,05/06/2018 07:42,06/05/2018,06:42:00,2018 - Q2,2,2018,6,5,0,1,2,0,1,0,0,0,0,B07FWWXSV,M,Lakshya Rajasthan 2019 paper 1st Rajasthan bhugol & arthvavstha for all competition exams,Shipped,1,INR,320,65,HYDERABAD,TELANGANA,500046,competition ,385,Kanti Jain,Manu Prakashan Private Limited,17,54.4,265.6
854,05/06/2018 10:21,06/05/2018,09:21:00,2018 - Q2,2,2018,6,5,0,1,2,0,1,0,0,0,0,B07FWYZWY,M,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",Shipped,1,INR,395,65,NEW DELHI,DELHI,110060,competition ,460,"MAHAVEER JAIN,ANSHUL JAIN KANTI JAIN",VK Global Publications Private Limited,17,67.15,327.85
855,05/06/2018 11:27,06/05/2018,10:27:00,2018 - Q2,2,2018,6,5,0,1,2,0,1,0,0,0,0,B07FWXXYT,M,Modern Operating Systems II SEM,Shipped,1,INR,125,65,hyderabad,Telangana,500062,college,190,Andrew S. Tanenbaum,Prentice Hall,13,16.25,108.75
856,05/06/2018 17:04,06/05/2018,16:04:00,2018 - Q2,2,2018,6,5,0,1,2,0,0,0,1,0,0,B07FWYATT,M,Modern Operating Systems II SEM,Shipped,1,INR,125,65,BHUBANESWAR,ODISHA,751012,college,190,Andrew S. Tanenbaum,Prentice Hall,13,16.25,108.75
857,05/06/2018 18:33,06/05/2018,17:33:00,2018 - Q2,2,2018,6,5,0,1,2,0,0,0,1,0,1,B07FWVURV,F,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",Shipped,1,INR,395,65,GURUGRAM,HARYANA,122002,competition ,460,"MAHAVEER JAIN,ANSHUL JAIN KANTI JAIN",VK Global Publications Private Limited,17,67.15,327.85
858,06/06/2018 07:28,06/06/2018,06:28:00,2018 - Q2,2,2018,6,6,0,0,3,0,1,0,0,0,0,B07FWVWYV,M,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",Shipped,1,INR,395,65,MUMBAI,MAHARASHTRA,400083,competition ,460,"MAHAVEER JAIN,ANSHUL JAIN KANTI JAIN",VK Global Publications Private Limited,17,67.15,327.85
859,06/06/2018 08:08,06/06/2018,07:08:00,2018 - Q2,2,2018,6,6,0,0,3,0,1,0,0,0,1,B07FWXATW,F,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",Shipped,1,INR,395,65,PARTAPUR,RAJASTHAN,327024,competition ,460,"MAHAVEER JAIN,ANSHUL JAIN KANTI JAIN",VK Global Publications Private Limited,17,67.15,327.85
860,06/06/2018 08:26,06/06/2018,07:26:00,2018 - Q2,2,2018,6,6,0,0,3,0,1,0,0,0,1,B07FWYATQ,F,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",Shipped,1,INR,395,65,new delhi,DELHI,110021,competition ,460,"MAHAVEER JAIN,ANSHUL JAIN KANTI JAIN",VK Global Publications Private Limited,17,67.15,327.85
861,06/06/2018 13:07,06/06/2018,12:07:00,2018 - Q2,2,2018,6,6,0,0,3,0,0,1,0,0,1,B07FWWWQZ,F,Lakshya Rajasthan 2019 paper 1st Rajasthan bhugol & arthvavstha for all competition exams,Shipped,1,INR,320,65,NEW DELHI,DELHI,110044,competition ,385,Kanti Jain,Manu Prakashan Private Limited,17,54.4,265.6
862,06/06/2018 15:17,06/06/2018,14:17:00,2018 - Q2,2,2018,6,6,0,0,3,0,0,1,0,0,1,B07FWWVTS,F,Lakshya Rajasthan 2019 paper 1st Rajasthan bhugol & arthvavstha for all competition exams,Shipped,1,INR,320,65,JAIPUR,RAJASTHAN,302011,competition ,385,Kanti Jain,Manu Prakashan Private Limited,17,54.4,265.6
863,06/06/2018 15:17,06/06/2018,14:17:00,2018 - Q2,2,2018,6,6,0,0,3,0,0,1,0,0,0,B07FWVZZY,M,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",Shipped,1,INR,395,65,JAIPUR,RAJASTHAN,302011,competition ,460,"MAHAVEER JAIN,ANSHUL JAIN KANTI JAIN",VK Global Publications Private Limited,17,67.15,327.85
864,07/06/2018 06:34,06/07/2018,05:34:00,2018 - Q2,2,2018,6,7,0,0,4,0,0,0,0,1,0,B07FWVYTW,M,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",Shipped,1,INR,395,65,NEW DELHI,DELHI,110080,competition ,460,"MAHAVEER JAIN,ANSHUL JAIN KANTI JAIN",VK Global Publications Private Limited,17,67.15,327.85
